ID,ss,full_head,noneck,
CQ500CT69_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT70_CT-PLAIN-THIN.png,0,0,0,
CQ500CT70_CT-Plain.png,1,1,1,
CQ500CT71_CT-5mm-POST-CONTRAST.png,1,1,1,
CQ500CT71_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT71_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT71_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT72_CT-5mm-POST-CONTRAST.png,1,1,1,
CQ500CT72_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT72_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT72_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT73_CT-C-THIN.png,1,1,1,
CQ500CT73_CT-C.png,1,1,1,
CQ500CT73_CT-DE-THIN.png,1,1,1,
CQ500CT73_CT-DE.png,1,1,1,
CQ500CT73_CT-PLAIN-THIN.png,1,1,1,
CQ500CT73_CT-Plain.png,1,1,1,
CQ500CT74_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT74_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT74_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT75_CT-Plain-3mm.png,1,1,1,
CQ500CT76_CT-55mm-Plain.png,1,1,1,
CQ500CT76_CT-Thin-Plain.png,1,1,1,
CQ500CT77_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT77_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT77_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT78_CT-PLAIN-THIN.png,1,1,1,
CQ500CT78_CT-Plain.png,1,1,1,
CQ500CT79_CT-PLAIN-THIN.png,1,1,1,
CQ500CT80_CT-0.625mm.png,1,1,1,
CQ500CT80_CT-5mm.png,1,1,1,
CQ500CT81_CT-55mm-Plain.png,1,1,1,
CQ500CT81_CT-Thin-Plain.png,1,1,1,
CQ500CT82_CT-BONE-THIN.png,0,1,1,
CQ500CT82_CT-PLAIN-THIN.png,1,1,1,
CQ500CT83_CT-PLAIN-THIN.png,0,0,0,
CQ500CT83_CT-Plain.png,1,1,1,
CQ500CT84_CT-PLAIN-THIN.png,1,1,1,
CQ500CT84_CT-Plain.png,1,1,1,
CQ500CT85_CT-PLAIN-THIN.png,1,1,1,
CQ500CT85_CT-Plain.png,1,1,1,
CQ500CT85_CT-POST-CONTRAST-2.png,1,1,1,
CQ500CT85_CT-POST-CONTRAST.png,1,1,1,
CQ500CT86_CT-55mm-Plain.png,1,1,1,
CQ500CT86_CT-Thin-Plain.png,1,1,1,
CQ500CT87_CT-Plain-3mm.png,1,1,1,
CQ500CT88_CT-5mm-POST-CONTRAST.png,1,1,1,
CQ500CT88_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT88_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT88_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT89_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT89_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT89_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT90_CT-0.625mm.png,1,1,1,
CQ500CT90_CT-5mm.png,1,1,1,
CQ500CT91_CT-PLAIN-THIN.png,0,0,0,
CQ500CT91_CT-Plain.png,1,1,1,
CQ500CT92_CT-PLAIN-THIN.png,1,1,1,
CQ500CT92_CT-Plain.png,1,1,1,
CQ500CT92_CT-POST-CONTRAST-2.png,1,0,1,
CQ500CT92_CT-POST-CONTRAST.png,1,1,1,
CQ500CT93_CT-0.625-MM-HI-RES.png,0,0,0,
CQ500CT93_CT-Axial-0.625-HiResVS40.png,0,0,0,
CQ500CT93_CT-LT-THIN-BONE.png,0,0,0,
CQ500CT93_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT93_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT93_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT93_CT-RT-THIN-BONE.png,0,0,0,
CQ500CT94_CT-Plain-3mm.png,1,1,1,
CQ500CT95_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT95_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT95_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT96_CT-Plain.png,1,0,1,
CQ500CT96_CT-POST-CONTRAST.png,1,0,1,
CQ500CT97_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT97_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT97_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT98_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT98_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT98_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT99_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT99_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT99_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT100_CT-Plain-3mm.png,1,1,1,
CQ500CT100_CT-Plain-THIN.png,1,1,1,
CQ500CT101_CT-PLAIN-THIN.png,1,1,1,
CQ500CT101_CT-Plain.png,1,1,1,
CQ500CT101_CT-POST-CONTRAST-2.png,0,0,0,
CQ500CT101_CT-POST-CONTRAST.png,1,1,1,
CQ500CT102_CT-PLAIN-THIN.png,1,1,1,
CQ500CT102_CT-Plain.png,1,1,1,
CQ500CT103_CT-55mm-Plain.png,1,1,1,
CQ500CT103_CT-Thin-Plain.png,1,1,1,
CQ500CT104_CT-BONE.png,0,1,1,
CQ500CT104_CT-PLAIN-THIN.png,1,1,1,
CQ500CT104_CT-Plain.png,1,1,1,
CQ500CT105_CT-I-To-S.png,1,1,1,
CQ500CT105_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT105_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT105_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT106_CT-55mm-Plain.png,1,1,1,
CQ500CT106_CT-Thin-Plain.png,1,1,1,
CQ500CT106_CT-Thin-Stnd.png,0,0,0,
CQ500CT107_CT-55mm-Plain-2.png,1,1,1,
CQ500CT107_CT-55mm-Plain.png,1,1,1,
CQ500CT107_CT-Thin-Plain-2.png,1,1,1,
CQ500CT107_CT-Thin-Plain.png,1,1,1,
CQ500CT108_CT-0.625mm.png,1,1,1,
CQ500CT108_CT-5mm.png,1,1,1,
CQ500CT109_CT-0.625mm.png,1,1,1,
CQ500CT109_CT-5mm.png,1,1,1,
CQ500CT110_CT-55mm-Plain.png,1,1,1,
CQ500CT110_CT-Thin-Plain.png,1,1,1,
CQ500CT111_CT-4cc-sec-150cc-D3D-on-2.png,1,1,1,
CQ500CT111_CT-4cc-sec-150cc-D3D-on.png,1,1,1,
CQ500CT111_CT-PLAIN-THIN.png,1,1,1,
CQ500CT111_CT-Plain.png,1,1,1,
CQ500CT112_CT-Plain-3mm.png,1,1,1,
CQ500CT112_CT-Plain-THIN.png,1,1,1,
CQ500CT113_CT-BONE.png,0,1,1,
CQ500CT113_CT-PLAIN-THIN.png,1,1,1,
CQ500CT113_CT-Plain.png,1,1,1,
CQ500CT114_CT-Plain-3mm.png,1,1,1,
CQ500CT114_CT-Plain-THIN.png,1,1,1,
CQ500CT115_CT-Plain-3mm.png,1,1,1,
CQ500CT116_CT-PLAIN-THIN.png,0,0,0,
CQ500CT116_CT-Plain.png,1,1,1,
CQ500CT117_CT-5mm-POST-CONTRAST.png,1,1,1,
CQ500CT117_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT117_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT117_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT118_CT-Plain-3mm.png,1,1,1,
CQ500CT119_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT119_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT119_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT121_CT-PLAIN-THIN.png,1,1,1,
CQ500CT121_CT-Plain.png,1,1,1,
CQ500CT122_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT122_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT122_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT123_CT-PLAIN-THIN.png,0,0,0,
CQ500CT123_CT-Plain.png,1,1,1,
CQ500CT124_CT-5mm-POST-CONTRAST.png,1,1,1,
CQ500CT124_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT124_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT124_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT125_CT-2.55mm-2.png,1,1,1,
CQ500CT125_CT-2.55mm.png,0,0,0,
CQ500CT126_CT-4cc-sec-150cc-D3D-on-2.png,1,1,1,
CQ500CT126_CT-4cc-sec-150cc-D3D-on.png,1,1,1,
CQ500CT126_CT-PLAIN-THIN.png,1,1,1,
CQ500CT126_CT-Plain.png,1,1,1,
CQ500CT127_CT-55mm-Plain.png,0,1,0,
CQ500CT127_CT-Thin-Plain.png,0,1,0,
CQ500CT128_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT128_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT128_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT129_CT-55mm-Plain.png,1,1,1,
CQ500CT129_CT-Thin-Plain.png,1,1,1,
CQ500CT130_CT-BONE.png,0,1,1,
CQ500CT130_CT-PLAIN-THIN.png,1,1,1,
CQ500CT130_CT-Plain.png,1,1,1,
CQ500CT131_CT-Plain-3mm.png,1,1,1,
CQ500CT132_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT132_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT132_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT133_CT-Plain-3mm.png,1,1,1,
CQ500CT134_CT-HELICAL.png,1,1,1,
CQ500CT134_CT-Plain-3mm.png,1,1,1,
CQ500CT135_CT-4cc-sec-150cc-D3D-on-2.png,1,1,1,
CQ500CT135_CT-4cc-sec-150cc-D3D-on.png,1,1,1,
CQ500CT135_CT-PLAIN-THIN.png,1,1,1,
CQ500CT135_CT-Plain.png,1,1,1,
CQ500CT136_CT-2.55mm.png,1,1,1,
CQ500CT136_CT-ORAL-IV.png,0,0,0,
CQ500CT137_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT137_CT-PRE-CONTRAST-BONE.png,0,0,0,
CQ500CT137_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT138_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT138_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT138_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT139_CT-55mm-Plain.png,1,1,1,
CQ500CT139_CT-Thin-Plain.png,1,1,1,
CQ500CT140_CT-PLAIN-THIN.png,1,1,1,
CQ500CT140_CT-Plain.png,1,1,1,
CQ500CT141_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT141_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT141_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT142_CT-55mm-Plain.png,1,1,1,
CQ500CT142_CT-Thin-Plain.png,0,1,1,
CQ500CT143_CT-PLAIN-THIN.png,0,0,0,
CQ500CT143_CT-Plain.png,1,1,1,
CQ500CT144_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT144_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT144_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT145_CT-BONE.png,0,0,1,
CQ500CT145_CT-PLAIN-THIN.png,0,0,0,
CQ500CT145_CT-Plain.png,1,1,1,
CQ500CT146_CT-5mm-POST-CONTRAST.png,1,1,1,
CQ500CT146_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT146_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT146_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT147_CT-2.55mm-2.png,1,1,1,
CQ500CT147_CT-2.55mm.png,1,1,1,
CQ500CT148_CT-55mm-Plain.png,1,1,1,
CQ500CT148_CT-POST-CONTRAST-2.png,0,1,0,
CQ500CT148_CT-POST-CONTRAST-3.png,1,1,1,
CQ500CT148_CT-POST-CONTRAST.png,0,0,0,
CQ500CT148_CT-Thin-Plain-2.png,1,1,1,
CQ500CT148_CT-Thin-Plain-3.png,1,1,1,
CQ500CT148_CT-Thin-Plain.png,0,0,0,
CQ500CT149_CT-0.625mm-2.png,1,1,1,
CQ500CT149_CT-0.625mm-3.png,1,1,1,
CQ500CT149_CT-0.625mm.png,1,1,1,
CQ500CT149_CT-5mm-2.png,1,1,1,
CQ500CT149_CT-5mm-3.png,1,1,1,
CQ500CT149_CT-5mm.png,1,1,1,
CQ500CT150_CT-55mm-Contrast.png,1,1,1,
CQ500CT150_CT-55mm-Plain.png,1,1,1,
CQ500CT150_CT-Thin-Contrast.png,1,1,1,
CQ500CT150_CT-Thin-Plain.png,1,1,1,
CQ500CT151_CT-Plain-3mm.png,0,1,1,
CQ500CT151_CT-Plain-THIN.png,1,1,1,
CQ500CT152_CT-PLAIN-THIN.png,1,1,1,
CQ500CT152_CT-Plain.png,1,1,1,
CQ500CT153_CT-BONE-THIN.png,0,1,1,
CQ500CT153_CT-PLAIN-THIN.png,1,1,1,
CQ500CT154_CT-PLAIN-THIN.png,1,1,1,
CQ500CT154_CT-Plain.png,1,1,1,
CQ500CT155_CT-0.625mm.png,0,0,1,
CQ500CT155_CT-5mm.png,1,1,1,
CQ500CT156_CT-PLAIN-THIN.png,0,0,1,
CQ500CT156_CT-Plain.png,1,1,1,
CQ500CT157_CT-Plain-3mm.png,1,1,1,
CQ500CT158_CT-BONE-THIN.png,0,1,1,
CQ500CT158_CT-PLAIN-THIN.png,1,1,1,
CQ500CT159_CT-0.625mm-2.png,1,1,1,
CQ500CT159_CT-0.625mm.png,1,1,1,
CQ500CT159_CT-5mm-2.png,1,1,1,
CQ500CT159_CT-5mm.png,1,1,1,
CQ500CT160_CT-PLAIN-THIN.png,1,0,1,
CQ500CT160_CT-Plain.png,1,1,1,
CQ500CT161_CT-Plain-3mm.png,1,1,1,
CQ500CT162_CT-Plain-2.png,0,1,1,
CQ500CT162_CT-Plain-3.png,1,1,1,
CQ500CT162_CT-PLAIN-THIN-2.png,1,1,1,
CQ500CT162_CT-PLAIN-THIN.png,1,1,1,
CQ500CT162_CT-Plain.png,1,1,1,
CQ500CT163_CT-Thin-Plain.png,0,0,0,
CQ500CT164_CT-PLAIN-THIN.png,1,1,1,
CQ500CT164_CT-Plain.png,1,1,1,
CQ500CT164_CT-POST-CONTRAST-2.png,1,1,1,
CQ500CT164_CT-POST-CONTRAST.png,1,1,1,
CQ500CT165_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT165_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT165_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT166_CT-0.625mm-2.png,1,1,1,
CQ500CT166_CT-0.625mm.png,1,1,1,
CQ500CT166_CT-5mm-2.png,1,1,1,
CQ500CT166_CT-5mm.png,1,1,1,
CQ500CT167_CT-0.625mm.png,1,1,1,
CQ500CT167_CT-5mm.png,1,1,1,
CQ500CT168_CT-BONE-THIN.png,0,1,1,
CQ500CT168_CT-BRAIN-PLAIN.png,1,1,1,
CQ500CT168_CT-PLAIN-THIN.png,1,1,1,
CQ500CT169_CT-Plain-3mm.png,1,1,1,
CQ500CT170_CT-Plain-3mm.png,1,1,1,
CQ500CT171_CT-PLAIN-THIN.png,0,0,0,
CQ500CT171_CT-Plain.png,1,1,1,
CQ500CT172_CT-3.753.75mm-Plain.png,0,0,0,
CQ500CT172_CT-5-MM.png,0,0,0,
CQ500CT172_CT-55mm-Plain.png,1,1,1,
CQ500CT172_CT-Thin-Details.png,0,0,0,
CQ500CT172_CT-Thin-Plain-2.png,1,1,1,
CQ500CT172_CT-Thin-PLAIN.png,0,0,0,
CQ500CT173_CT-2.55mm-2.png,1,1,1,
CQ500CT173_CT-2.55mm.png,1,1,1,
CQ500CT173_CT-5mm.png,0,1,0,
CQ500CT174_CT-0.625mm.png,1,1,1,
CQ500CT174_CT-5mm.png,1,1,1,
CQ500CT175_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT175_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT175_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT176_CT-Plain-3mm.png,1,1,1,
CQ500CT177_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT177_CT-PRE-CONTRAST-BONE.png,1,1,1,
CQ500CT177_CT-PRE-CONTRAST-THIN.png,1,1,1,
CQ500CT178_CT-PLAIN-THIN.png,1,1,1,
CQ500CT178_CT-Plain.png,1,1,1,
CQ500CT179_CT-PLAIN-THIN.png,1,1,1,
CQ500CT179_CT-Plain.png,1,1,1,
CQ500CT180_CT-55mm-Plain.png,1,1,1,
CQ500CT180_CT-Thin-Plain.png,1,1,1,
CQ500CT181_CT-0.625mm.png,1,1,1,
CQ500CT181_CT-5mm.png,1,1,1,
CQ500CT182_CT-PRE-CONTRAST-5MM-STD.png,1,1,1,
CQ500CT182_CT-PRE-CONTRAST-BONE.png,1,1,1,
